"date","year","title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","broad_genre","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","duration_ms","loudness","valence","month","week_number","seasons","number_one"
2017-12-31,2017,"...Ready For It?","taylor swift","taylor swift",4,59,17,61,"-2","pop",0.776,0.155,160.053,0.127,0.0609,0,0.616,208187,-6.519,0.459,"Dec",53,"Winter",FALSE
2017-12-31,2017,"1-800-273-8255","logic","logic",3,34,35,34,"0","rap",0.572,0.192,100.015,0.0387,0.57,0,0.629,250173,-7.733,0.386,"Dec",53,"Winter",FALSE
2017-12-31,2017,"A Holly Jolly Christmas","burl ives","burl ives",38,38,5,46,"-8","unknown",0.363,0.15,140.296,0.0318,0.644,0,0.665,133293,-12.983,0.824,"Dec",53,"Winter",FALSE
2017-12-31,2017,"All I Want For Christmas Is You","mariah carey","mariah carey",9,9,24,13,"-4","r&b",0.625,0.0708,150.277,0.0386,0.164,0,0.335,241107,-7.462,0.346,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Attention","charlie puth","charlie puth",5,44,36,39,"5","pop",0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,0.774,211475,-4.432,0.777,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Bad At Love","halsey","halsey",8,10,17,9,"1","rock",0.736,0.0879,118.369,0.0302,0.06,0,0.675,181279,-3.604,0.607,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Bank Account","21 savage","21 savage",12,35,25,28,"7","rap",0.346,0.0871,75.016,0.351,0.0151,7.04e-06,0.884,220307,-8.228,0.376,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Bartier Cardi","cardi b","cardi b",14,0,1,14,"Hot Shot Debut","pop",0.524,0.383,138.015,0.181,0.00111,0.000678,0.908,224285,-7.955,0.109,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Believer","imagine dragons","imagine dragons",4,40,47,25,"15","rock",0.78,0.118,124.953,0.102,0.0492,0,0.784,204347,-4.275,0.722,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Betrayed","lil xan","lil",67,77,7,75,"2","rap",0.419,0.105,119.958,0.165,0.416,0,0.823,187453,-10.358,0.277,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Black & Chinese","huncho jack","huncho jack",71,0,1,71,"New","rap",0.842,0.123,159.132,0.101,0.00277,0.000974,0.663,172017,-4.152,0.346,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Bodak Yellow (Money Moves)","cardi b","cardi b",1,12,26,10,"2","rap",0.703,0.231,125.022,0.103,0.0659,0,0.926,223713,-6.337,0.485,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Candy Paint","post malone","post malone",50,58,10,50,"8","rap",0.688,0.0734,90.013,0.0841,0.633,0,0.765,229573,-5.566,0.434,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Codeine Dreaming","kodak black","kodak black",52,64,5,70,"-6","rap",0.604,0.124,155.007,0.222,0.0652,6.43e-05,0.736,264532,-7.357,0.574,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Despacito","luis fonsi","luis fonsi",1,36,50,30,"6","pop",0.815,0.091,88.357,0.152,0.222,0,0.63,228827,-4.265,0.813,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Dubai Shit","huncho jack","huncho jack",83,0,1,83,"New","rap",0.529,0.089,138.076,0.0495,0.0595,0,0.767,228431,-4.421,0.247,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Dusk Till Dawn","zayn","zayn",44,88,16,99,"-11","pop",0.437,0.106,180.043,0.039,0.101,1.27e-06,0.258,239000,-6.593,0.0967,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Echame La Culpa","luis fonsi","luis fonsi",47,75,6,74,"1","pop",0.889,0.0925,96.024,0.0429,0.0328,0,0.726,173720,-3.655,0.649,"Dec",53,"Winter",FALSE
2017-12-31,2017,"End Game","taylor swift","taylor swift",39,42,6,40,"2","pop",0.6,0.111,159.088,0.15,0.00806,0,0.453,244827,-6.217,0.154,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Eye 2 Eye","huncho jack","huncho jack",65,0,1,65,"New","rap",0.65,0.102,146.028,0.128,0.00125,0,0.811,190679,-4.41,0.179,"Dec",53,"Winter",FALSE
2017-12-31,2017,"F**k Love","xxxtentacion","xxxtentacion",41,91,18,96,"-5","unknown",0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,146520,-9.74,0.329,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Feel It Still","portugal. the man","portugal the man",4,20,28,23,"-3","rock",0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,163253,-5.115,0.754,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Five More Minutes","scotty mccreery","scotty mccreery",89,96,4,89,"7","country",0.652,0.109,156.07,0.0323,0.325,0,0.517,238954,-6.153,0.333,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Good Old Days","macklemore","macklemore",60,61,10,60,"1","rap",0.51,0.112,122.964,0.0633,0.446,2.46e-05,0.712,240507,-8.162,0.268,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Greatest Love Story","lanco","lanco",45,60,17,58,"2","country",0.617,0.119,147.986,0.0561,0.401,0,0.671,222573,-8.72,0.62,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Gucci Gang","lil pump","lil pump",3,4,16,6,"-2","unknown",0.523,0.117,119.889,0.0597,0.239,0,0.936,124056,-6.71,0.699,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Gummo","6ix9ine","6ix9ine",12,14,7,15,"-1","rap",0.761,0.136,78.514,0.13,0.0485,0,0.689,157643,-4.939,0.698,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Havana","camila cabello","camila cabello",2,3,20,3,"0","pop",0.523,0.132,104.988,0.03,0.184,3.56e-05,0.765,217307,-4.333,0.394,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Him & I","g-eazy","g-eazy",15,15,4,24,"-9","rap",0.731,0.308,87.908,0.0868,0.0534,0,0.589,268867,-6.343,0.191,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Home","machine gun kelly,","machine gun kelly",90,90,3,95,"-5","rap",0.718,0.0537,82.034,0.213,0.00413,0,0.653,202805,-5.232,0.216,"Dec",53,"Winter",FALSE
2017-12-31,2017,"How Long","charlie puth","charlie puth",26,31,12,27,"4","pop",0.581,0.0805,110.008,0.0767,0.189,3.61e-06,0.849,198237,-5.243,0.779,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Huncho Jack","huncho jack","huncho jack",87,0,1,87,"New","rap",0.642,0.106,150.06,0.0588,0.00823,0,0.857,140793,-3.656,0.0658,"Dec",53,"Winter",FALSE
2017-12-31,2017,"I Could Use A Love Song","maren morris","maren morris",75,81,19,81,"0","country",0.634,0.0866,92.097,0.0468,0.214,0,0.638,196422,-6.474,0.473,"Dec",53,"Winter",FALSE
2017-12-31,2017,"I Fall Apart","post malone","post malone",16,16,14,16,"0","rap",0.543,0.199,143.916,0.0398,0.0777,0,0.573,223347,-5.357,0.308,"Dec",53,"Winter",FALSE
2017-12-31,2017,"I Get The Bag","gucci mane","gucci mane",11,19,19,22,"-3","rap",0.633,0.0993,139.948,0.168,0.0232,0.000343,0.89,233087,-5.475,0.425,"Dec",53,"Winter",FALSE
2017-12-31,2017,"I'll Name The Dogs","blake shelton","blake shelton",58,65,16,63,"2","country",0.852,0.281,168.063,0.0933,0.163,2.04e-06,0.47,183200,-5.874,0.773,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Ice Tray","quavo","quavo",80,82,2,80,"2","rap",0.494,0.12,129.968,0.139,0.0247,0,0.889,213613,-5.578,0.24,"Dec",53,"Winter",FALSE
2017-12-31,2017,"It's The Most Wonderful Time Of The Year","andy williams","andy williams",32,32,5,38,"-6","pop",0.598,0.117,202.082,0.037,0.766,0,0.24,151933,-8.435,0.776,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Juice","yo gotti","yo gotti",93,93,4,100,"-7","rap",0.568,0.0812,162.038,0.323,0.00171,1.11e-05,0.887,149242,-5.853,0.754,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Kooda","6ix9ine","6ix9ine",50,54,4,67,"-13","rap",0.65,0.225,91.222,0.334,0.157,0,0.888,142582,-4.497,0.173,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Krippy Kush","farruko, nicki minaj, bad bunny, 21 savage","farruko",85,0,3,88,"Re-Entry","rap",0.56,0.111,163.043,0.129,0.0668,0,0.708,230520,-7.132,0.411,"Dec",53,"Winter",FALSE
2017-12-31,2017,"La Modelo","ozuna","ozuna",52,0,1,52,"New","rap",0.743,0.0957,98.005,0.0451,0.213,0.0103,0.822,256551,-2.038,0.78,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Legends","kelsea ballerini","kelsea ballerini",97,100,4,97,"3","country",0.728,0.0909,112.029,0.032,0.0558,0,0.575,243427,-5.846,0.242,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Lemon","n*e*r*d","nerd",46,46,8,49,"-3","rap",0.657,0.0932,189.992,0.237,0.000738,3.34e-06,0.777,226107,-6.434,0.245,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Let Me Go","hailee steinfeld","hailee steinfeld",52,52,14,55,"-3","pop",0.726,0.0745,103.001,0.054,0.032,0,0.667,174800,-4.172,0.77,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Let You Down","nf","nf",16,18,11,17,"1","unknown",0.721,0.173,148.066,0.122,0.298,0,0.656,212120,-5.665,0.468,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Light It Up","luke bryan","luke bryan",57,72,18,73,"-1","country",0.929,0.103,130.024,0.0839,0.118,0,0.602,177306,-2.741,0.677,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Lights Down Low","max","max",54,57,12,54,"3","unknown",0.493,0.104,81.019,0.0338,0.0632,0,0.623,223847,-7.727,0.594,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Like I Loved You","brett young","brett young",54,56,14,56,"0","country",0.573,0.083,76.02,0.0292,0.179,0,0.579,207187,-5.991,0.637,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Look What You Made Me Do","taylor swift","taylor swift",1,76,19,66,"10","pop",0.709,0.133,128.063,0.139,0.189,1.72e-05,0.769,211853,-6.432,0.514,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Losing Sleep","chris young","chris young",63,78,14,76,"2","country",0.621,0.389,92.003,0.0443,0.0715,1.68e-06,0.584,178253,-5.703,0.634,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Love.","kendrick lamar","kendrick lamar",11,22,27,11,"11","rap",0.582,0.153,126.075,0.103,0.29,0,0.798,213400,-7.38,0.766,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Marry Me","thomas rhett","thomas rhett",45,63,4,45,"18","country",0.408,0.13,85.008,0.0237,0.113,0,0.588,205453,-8.662,0.484,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Mayores","becky g","becky g",74,86,10,91,"-5","pop",0.855,0.099,96.989,0.0436,0.141,0.0045,0.743,202453,-3.976,0.871,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Meant To Be","bebe rexha","bebe rexha",26,28,10,26,"2","edm",0.783,0.083,154.084,0.0856,0.047,0,0.643,163870,-6.458,0.579,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Mi Gente","j balvin","j balvin",3,25,26,32,"-7","unknown",0.678,0.128,102.681,0.0998,0.0164,1.31e-05,0.535,189440,-4.906,0.287,"Dec",53,"Winter",FALSE
2017-12-31,2017,"MIC Drop","bts","bts",28,79,5,82,"-3","pop",0.842,0.23,169.917,0.219,0.0157,0,0.613,238726,-4.332,0.645,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Modern Slavery","huncho jack","huncho jack",68,0,1,68,"New","rap",0.737,0.28,134.066,0.238,0.00158,0,0.737,148560,-3.72,0.5,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Motorcycle Patches","huncho jack","huncho jack",90,0,1,90,"New","rap",0.656,0.106,162.835,0.117,0.0158,0,0.87,191410,-5.081,0.416,"Dec",53,"Winter",FALSE
2017-12-31,2017,"MotorSport","migos, nicki minaj","migos",6,7,9,7,"0","rap",0.515,0.317,138.016,0.183,0.0338,0,0.896,303077,-5.395,0.174,"Dec",53,"Winter",FALSE
2017-12-31,2017,"My Dawg","lil baby","lil baby",71,71,3,84,"-13","rap",0.643,0.103,133.029,0.117,0.0253,0,0.911,317701,-7.408,0.605,"Dec",53,"Winter",FALSE
2017-12-31,2017,"New Rules","dua lipa","dua lipa",12,13,22,12,"1","pop",0.696,0.179,116.054,0.0755,0.00256,9.71e-06,0.771,208827,-6.258,0.656,"Dec",53,"Winter",FALSE
2017-12-31,2017,"No Limit","g-eazy","g-eazy",4,5,16,4,"1","rap",0.771,0.0853,175.957,0.244,0.0117,0,0.838,245387,-3.791,0.405,"Dec",53,"Winter",FALSE
2017-12-31,2017,"No Smoke","youngboy never broke again","youngboy never broke again",77,80,4,77,"3","rap",0.736,0.0978,143.966,0.308,0.113,0,0.658,160000,-6.097,0.804,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Perfect","ed sheeran","ed sheeran",1,1,18,1,"0","pop",0.299,0.123,94.992,0.0263,0.779,0,0.587,259550,-7.365,0.356,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Pick It Up","famous dex","famous dex",73,74,7,85,"-11","rap",0.467,0.334,135.995,0.119,0.0149,0.000238,0.921,191252,-8.443,0.287,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Pills And Automobiles","chris brown","chris brown",46,53,16,57,"-4","r&b",0.696,0.231,144.981,0.182,0.119,0,0.82,292910,-4.918,0.617,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Plain Jane","a$ap ferg","a$ap ferg",26,26,14,31,"-5","rap",0.844,0.087,170.142,0.275,0.0651,0,0.797,173600,-5.482,0.52,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Ric Flair Drip","offset","offset",44,45,9,53,"-8","rap",0.428,0.114,100.007,0.206,0.149,5.07e-05,0.88,172800,-8.28,0.333,"Dec",53,"Winter",FALSE
2017-12-31,2017,"River","eminem","eminem",11,11,2,43,"-32","rap",0.743,0.0746,90.053,0.495,0.165,0,0.754,221013,-5.794,0.661,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Rockin' Around The Christmas Tree","brenda lee","brenda lee",14,30,22,36,"-6","country",0.56,0.462,141.285,0.0611,0.652,0,0.676,124520,-6.281,0.828,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Rockstar","post malone","post malone",1,2,15,2,"0","rap",0.535,0.143,159.764,0.0776,0.13,0.00013,0.575,218320,-6.637,0.127,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Roll In Peace","kodak black","kodak black",51,51,19,51,"0","rap",0.524,0.2,140.053,0.245,0.0306,0,0.747,213132,-6.807,0.363,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Round Here Buzz","eric church","eric church",68,70,14,72,"-2","country",0.427,0.107,76.08,0.0336,0.0446,2.32e-05,0.639,214627,-9.013,0.457,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Rubbin Off The Paint","ybn nahmir","ybn nahmir",46,55,8,59,"-4","rap",0.699,0.174,108.031,0.348,0.00582,0,0.596,157505,-8.709,0.435,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Saint","huncho jack","huncho jack",92,0,1,92,"New","rap",0.642,0.106,150.06,0.0588,0.00823,0,0.857,140793,-3.656,0.0658,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Shape Of You","ed sheeran","ed sheeran",1,24,51,19,"5","pop",0.652,0.0931,95.977,0.0802,0.581,0,0.825,233713,-3.183,0.931,"Dec",53,"Winter",TRUE
2017-12-31,2017,"Silence","marshmello","marshmello",30,39,20,44,"-5","edm",0.761,0.17,141.971,0.0853,0.256,4.96e-06,0.52,180823,-3.093,0.286,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Sky Walker","miguel","miguel",35,41,14,41,"0","r&b",0.506,0.0866,145.965,0.0434,0.173,0,0.674,259333,-10.532,0.183,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Sorry Not Sorry","demi lovato","demi lovato",6,21,25,20,"1","pop",0.635,0.283,144.004,0.265,0.0223,0,0.702,203760,-6.917,0.873,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Stir Fry","migos","migos",94,0,1,94,"New","rap",0.816,0.159,181.967,0.269,0.00299,0,0.815,190288,-5.474,0.498,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Tell Me You Love Me","demi lovato","demi lovato",53,73,5,78,"-5","pop",0.582,0.181,82.142,0.0433,0.0241,0,0.536,236987,-5.452,0.253,"Dec",53,"Winter",FALSE
2017-12-31,2017,"That's What I Like","bruno mars","bruno mars",1,48,50,37,"11","pop",0.56,0.0944,134.066,0.0406,0.013,0,0.853,206693,-4.961,0.86,"Dec",53,"Winter",TRUE
2017-12-31,2017,"The Christmas Song (Merry Christmas To You)","nat king cole","nat king cole",37,37,12,42,"-5","unknown",0.15,0.108,139.208,0.041,0.844,1.15e-06,0.359,188933,-15.745,0.204,"Dec",53,"Winter",FALSE
2017-12-31,2017,"The Race","tay-k","tay-k",44,68,20,64,"4","rap",0.606,0.166,160.223,0.456,0.00266,0,0.766,140000,-6.064,0.352,"Dec",53,"Winter",FALSE
2017-12-31,2017,"The Way Life Goes","lil uzi vert","lil uzi vert",24,27,18,35,"-8","rap",0.757,0.106,82.008,0.05,0.617,0,0.703,221747,-3.612,0.696,"Dec",53,"Winter",FALSE
2017-12-31,2017,"The Weekend","sza","sza",29,29,22,33,"-4","r&b",0.573,0.126,101.925,0.0585,0.495,0,0.775,171806,-4.933,0.667,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Thunder","imagine dragons","imagine dragons",4,6,35,5,"1","rock",0.809,0.145,167.96,0.0441,0.00763,0.0757,0.601,187147,-4.814,0.249,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Thunder/Young Dumb & Broke (Medley)","imagine dragons + khalid","imagine dragons + khalid",69,0,1,69,"New","unknown",0.687,0.396,168.127,0.0863,0.116,0.000297,0.437,251284,-5.5,0.299,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Too Good At Goodbyes","sam smith","sam smith",4,8,16,8,"0","pop",0.373,0.177,91.5,0.0505,0.615,0,0.661,201000,-8.249,0.523,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Too Much To Ask","niall horan","niall horan",66,97,10,98,"-1","pop",0.538,0.13,153.711,0.0397,0.381,0,0.509,223044,-6.456,0.178,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Unforgettable","french montana","french montana",3,47,38,47,"0","rap",0.769,0.104,97.985,0.123,0.0293,0.0101,0.726,233902,-5.043,0.733,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Walk On Water","eminem","eminem",14,87,5,93,"-6","rap",0.439,0.664,90.761,0.211,0.802,0,0.56,303640,-10.211,0.626,"Dec",53,"Winter",FALSE
2017-12-31,2017,"What About Us","p!nk","p!nk",13,62,21,48,"14","r&b",0.588,0.0906,113.617,0.0507,0.0285,2.11e-06,0.489,269600,-6.177,0.187,"Dec",53,"Winter",FALSE
2017-12-31,2017,"What Lovers Do","maroon 5","maroon 5",9,17,18,21,"-4","pop",0.612,0.0852,109.959,0.0693,0.0805,3.83e-06,0.792,199849,-5.212,0.42,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Wolves","selena gomez","selena gomez",20,23,10,29,"-6","pop",0.807,0.183,124.946,0.0432,0.129,0,0.72,197993,-4.59,0.305,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Written In The Sand","old dominion","old dominion",86,89,6,86,"3","country",0.437,0.0842,83.985,0.0575,0.593,0,0.725,184080,-9.602,0.759,"Dec",53,"Winter",FALSE
2017-12-31,2017,"You Broke Up With Me","walker hayes","walker hayes",79,83,10,79,"4","country",0.711,0.247,120.013,0.061,0.496,0,0.846,197840,-7.939,0.883,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Young Dumb & Broke","khalid","khalid",18,33,24,18,"15","r&b",0.539,0.165,136.949,0.0421,0.199,1.66e-05,0.798,202547,-6.351,0.394,"Dec",53,"Winter",FALSE
2017-12-31,2017,"Yours","russell dickerson","russell dickerson",62,66,11,62,"4","country",0.722,0.0861,134.058,0.034,0.119,0,0.555,216960,-6.005,0.559,"Dec",53,"Winter",FALSE
2017-12-30,2017,"All On Me","devin dawson","devin dawson",91,91,4,97,"-6","country",0.668,0.216,80.989,0.0291,0.14,0,0.634,224627,-5.488,0.635,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Danger","migos","migos",82,0,1,82,"New","rap",0.743,0.163,107.996,0.159,0.152,0,0.814,214587,-2.968,0.367,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Dark Knight Dummo","trippie redd","trippie redd",72,0,1,72,"New","rap",0.824,0.138,121.056,0.0975,0.15,0,0.379,256163,-2.881,0.226,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Faking It","calvin harris","calvin harris",94,96,4,100,"-4","edm",0.589,0.0715,120.034,0.115,0.319,0,0.776,240093,-4.543,0.668,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Ghostface Killers","21 savage, offset","21 savage",35,81,7,90,"-9","rap",0.436,0.342,82.994,0.155,0.331,1.3e-05,0.782,268933,-7.033,0.243,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Go Legend","big sean","big sean",67,0,1,67,"New","rap",0.577,0.203,150.004,0.116,0.016,0,0.653,268947,-9.018,0.196,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Humble.","kendrick lamar","kendrick lamar",1,50,37,47,"3","rap",0.611,0.0976,150.02,0.0888,0.000259,2.03e-05,0.904,177000,-6.842,0.4,"Dec",52,"Winter",TRUE
2017-12-30,2017,"Jocelyn Flores","xxxtentacion","xxxtentacion",31,87,16,98,"-11","unknown",0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,119133,-9.144,0.437,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Last Christmas","wham!","wham!",41,0,3,44,"Re-Entry","rock",0.478,0.355,107.682,0.0293,0.189,2.48e-06,0.735,262960,-12.472,0.947,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Never Be The Same","camila cabello","camila cabello",61,0,1,61,"Hot Shot Debut","pop",0.709,0.115,129.961,0.0733,0.145,0.000449,0.643,227088,-4.343,0.264,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Pull Up N Wreck","big sean","big sean",80,0,2,80,"Re-Entry","rap",0.435,0.178,172.951,0.339,0.00707,0.000998,0.487,227533,-7.788,0.0849,"Dec",52,"Winter",FALSE
2017-12-30,2017,"There's Nothing Holdin' Me Back","shawn mendes","shawn mendes",6,46,34,48,"-2","pop",0.799,0.091,121.991,0.0589,0.357,0,0.858,199440,-4.034,0.966,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Unforgettable","thomas rhett","thomas rhett",47,69,20,71,"-2","country",0.738,0.0856,130.02,0.0303,0.032,0.000225,0.663,157080,-5.48,0.825,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Untouchable","eminem","eminem",86,0,1,86,"New","rap",0.889,0.133,85.803,0.413,0.0829,0,0.641,370133,-3.39,0.634,"Dec",52,"Winter",FALSE
2017-12-30,2017,"Wanted You","nav","nav",64,76,5,84,"-8","rap",0.718,0.241,146.885,0.0547,0.168,0,0.793,228080,-4.966,0.649,"Dec",52,"Winter",FALSE
2017-12-30,2017,"When It Rains It Pours","luke combs","luke combs",33,65,20,68,"-3","country",0.801,0.265,128.027,0.0303,0.013,6.03e-06,0.551,240760,-5.069,0.625,"Dec",52,"Winter",FALSE
2017-12-30,2017,"When We","tank","tank",86,86,4,94,"-8","r&b",0.324,0.108,117.863,0.0769,0.165,4.18e-06,0.635,309120,-9.51,0.0741,"Dec",52,"Winter",FALSE
2017-12-21,2017,"Congratulations","post malone","post malone",8,45,50,49,"-4","rap",0.812,0.212,123.071,0.0358,0.198,0,0.627,220293,-4.215,0.504,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Shape Of You","ed sheeran","ed sheeran",1,26,48,25,"1","pop",0.652,0.0931,95.977,0.0802,0.581,0,0.825,233713,-3.183,0.931,"Dec",51,"Winter",TRUE
2017-12-21,2017,"Despacito","luis fonsi","luis fonsi",1,23,47,32,"-9","pop",0.815,0.091,88.357,0.152,0.222,0,0.63,228827,-4.265,0.813,"Dec",51,"Winter",TRUE
2017-12-21,2017,"That's What I Like","bruno mars","bruno mars",1,37,47,40,"-3","pop",0.56,0.0944,134.066,0.0406,0.013,0,0.853,206693,-4.961,0.86,"Dec",51,"Winter",TRUE
2017-12-21,2017,"Believer","imagine dragons","imagine dragons",4,25,44,30,"-5","rock",0.78,0.118,124.953,0.102,0.0492,0,0.784,204347,-4.275,0.722,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Humble.","kendrick lamar","kendrick lamar",1,47,36,50,"-3","rap",0.611,0.0976,150.02,0.0888,0.000259,2.03e-05,0.904,177000,-6.842,0.4,"Dec",51,"Winter",TRUE
2017-12-21,2017,"Unforgettable","french montana","french montana",3,24,35,34,"-10","rap",0.769,0.104,97.985,0.123,0.0293,0.0101,0.726,233902,-5.043,0.733,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Attention","charlie puth","charlie puth",5,30,33,36,"-6","pop",0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,0.774,211475,-4.432,0.777,"Dec",51,"Winter",FALSE
2017-12-21,2017,"There's Nothing Holdin' Me Back","shawn mendes","shawn mendes",6,42,33,46,"-4","pop",0.799,0.091,121.991,0.0589,0.357,0,0.858,199440,-4.034,0.966,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Thunder","imagine dragons","imagine dragons",4,5,32,5,"0","rock",0.809,0.145,167.96,0.0441,0.00763,0.0757,0.601,187147,-4.814,0.249,"Dec",51,"Winter",FALSE
2017-12-21,2017,"1-800-273-8255","logic","logic",3,14,32,19,"-5","rap",0.572,0.192,100.015,0.0387,0.57,0,0.629,250173,-7.733,0.386,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Feel It Still","portugal. the man","portugal the man",4,10,25,12,"-2","rock",0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,163253,-5.115,0.754,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Love.","kendrick lamar","kendrick lamar",18,27,24,27,"0","rap",0.582,0.153,126.075,0.103,0.29,0,0.798,213400,-7.38,0.766,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Bodak Yellow (Money Moves)","cardi b","cardi b",1,7,23,9,"-2","pop",0.703,0.231,125.022,0.103,0.0659,0,0.926,223713,-6.337,0.485,"Dec",51,"Winter",TRUE
2017-12-21,2017,"Mi Gente","j balvin","j balvin",3,13,23,18,"-5","unknown",0.678,0.128,102.681,0.0998,0.0164,1.31e-05,0.535,189440,-4.906,0.287,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Sorry Not Sorry","demi lovato","demi lovato",6,12,22,16,"-4","pop",0.635,0.283,144.004,0.265,0.0223,0,0.702,203760,-6.917,0.873,"Dec",51,"Winter",FALSE
2017-12-21,2017,"Bank Account","21 savage","21 savage",12,18,22,24,"-6","rap",0.346,0.0871,75.016,0.351,0.0151,7.04e-06,0.884,220307,-8.228,0.376,"Dec",51,"Winter",FALSE
2017-12-21,2017,"All I Want For Christmas Is You","mariah carey","mariah carey",11,21,21,11,"10","r&b",0.625,0.0708,150.277,0.0386,0.164,0,0.335,241107,-7.462,0.346,"Dec",51,"Winter",FALSE
