"date","year","title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","genre","broad_genre","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","month","seasons"
2016-01-01,2016,"Drag Me Down","one direction","one direction",3,46,20,50,"-4","[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']","pop",0.711,0.0528,138.098,0.0378,0.0997,"0","4",0.723,"0",192107,-5.576,0.606,"0","Jan","Winter"
2015-12-26,2015,"Renegades","x ambassadors","x ambassadors",17,40,35,50,"-10","[u'modern rock', u'pop', u'stomp pop']","rock",0.858,0.251,89.833,0.0896,0.0127,"0.0528","4",0.514,"2",195199,-5.995,0.6,"1","Dec","Winter"
2015-12-19,2015,"Photograph","ed sheeran","ed sheeran",10,48,30,50,"-2","[u'pop']","pop",0.379,0.0986,107.989,0.0476,0.607,"0.000464","4",0.614,"4",258987,-10.48,0.201,"1","Dec","Winter"
2015-12-19,2015,"I'm Comin' Over","chris young","chris young",33,41,23,44,"-3","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.85,0.081,127.992,0.0361,0.0319,"0","4",0.573,"10",197307,-3.816,0.347,"1","Dec","Winter"
2015-12-19,2015,"My Way","fetty wap","fetty wap",7,35,22,43,"-8","[u'dance pop', u'dwn trap', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.741,0.147,128.077,0.0531,0.00419,"0","4",0.748,"6",213053,-3.103,0.537,"1","Dec","Winter"
2015-11-28,2015,"Thinking Out Loud","ed sheeran","ed sheeran",2,41,58,45,"-4","[u'pop']","pop",0.445,0.184,78.998,0.0295,0.474,"0","4",0.781,"2",281560,-6.061,0.591,"1","Nov","Fall"
2015-11-28,2015,"Shut Up And Dance","walk the moon","walk the moon",4,38,53,39,"-1","[u'indie pop', u'indie poptimism', u'indietronica', u'modern rock', u'pop rock']","rock",0.866,0.257,128.038,0.0619,0.00701,"0","4",0.578,"1",199080,-3.804,0.619,"1","Nov","Fall"
2015-11-28,2015,"Fight Song","rachel platten","rachel platten",6,40,31,47,"-7","[u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.697,0.299,175.962,0.081,0.0523,"0","4",0.571,"7",202347,-5.467,0.358,"1","Nov","Fall"
2015-11-21,2015,"Want To Want Me","jason derulo","jason derulo",5,47,35,50,"-3","[u'dance pop', u'pinoy hip hop', u'pop', u'pop rap', u'post-teen pop']","r&b",0.68,0.109,114.025,0.0629,0.00906,"0","4",0.775,"0",207719,-5.508,0.656,"0","Nov","Fall"
2015-11-21,2015,"Thriller","michael jackson","michael jackson",4,0,17,45,"Re-Entry","[u'dance pop', u'pop']","pop",0.857,0.918,118.419,0.0699,0.0906,"0.000172","4",0.775,"11",357493,-4.943,0.797,"1","Nov","Fall"
2015-11-14,2015,"Sugar","maroon 5","maroon 5",2,46,42,49,"-3","[u'pop']","pop",0.783,0.086,120.042,0.0337,0.0553,"0","4",0.744,"1",235493,-7.077,0.885,"1","Nov","Fall"
2015-11-07,2015,"Worth It","fifth harmony","fifth harmony",12,47,36,50,"-3","[u'dance pop', u'pop', u'post-teen pop', u'talent show']","pop",0.765,0.118,99.987,0.0882,0.063,"7.04E-06","4",0.884,"8",224573,-3.865,0.594,"1","Nov","Fall"
2015-11-07,2015,"Flex (Ooh Ooh Ooh)","rich homie quan","rich homie quan",26,44,27,49,"-5","[u'deep trap', u'dirty south rap', u'dwn trap', u'gangster rap', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.607,0.19,81.997,0.0498,0.0389,"0","4",0.726,"2",176744,-7.68,0.891,"1","Nov","Fall"
2015-10-31,2015,"Earned It (Fifty Shades Of Grey)","the weeknd","the weeknd",3,47,43,48,"-1","[u'canadian pop', u'pop']","r&b",0.372,0.0954,119.946,0.0314,0.417,"0","3",0.66,"2",252227,-6.025,0.432,"0","Oct","Fall"
2015-10-31,2015,"Bad Blood","taylor swift","taylor swift",1,46,25,49,"-3","[u'dance pop', u'pop', u'post-teen pop']","pop",0.744,0.106,170.796,0.0352,0.0846,"0.926","4",0.346,"7",159359,-8.267,0.578,"1","Oct","Fall"
2015-10-24,2015,"Uma Thurman","fall out boy","fall out boy",22,37,27,43,"-6","[u'emo', u'modern rock', u'pop punk']","rock",0.953,0.657,149.992,0.104,0.113,"0.000128","4",0.624,"4",211573,-2.602,0.729,"0","Oct","Fall"
2015-10-24,2015,"Planes","jeremih","jeremih",44,51,20,49,"2","[u'dance pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']","r&b",0.638,0.103,128.804,0.244,0.746,"0","4",0.663,"1",240027,-4.505,0.517,"1","Oct","Fall"
2015-10-10,2015,"Honey, I'm Good.","andy grammer","andy grammer",9,38,31,48,"-10","[u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']","rock",0.799,0.323,122.033,0.055,0.0321,"0","4",0.753,"9",199263,-6.43,0.595,"1","Oct","Fall"
2015-10-10,2015,"Classic Man","jidenna","jidenna",22,39,21,46,"-7","[u'indie r&b']","r&b",0.585,0.292,94.072,0.0348,0.185,"0","4",0.79,"8",226000,-6.058,0.585,"1","Oct","Fall"
2015-10-03,2015,"Post To Be","omarion","omarion",13,40,37,48,"-8","[u'dance pop', u'deep pop r&b', u'hip pop', u'indie r&b', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']","r&b",0.676,0.208,97.448,0.0432,0.0697,"0","4",0.733,"10",226581,-5.655,0.701,"0","Oct","Fall"
2015-09-19,2015,"Hey Mama","david guetta","david guetta",8,35,24,43,"-8","[u'dance pop', u'edm', u'pop', u'tropical house']","edm",0.73,0.325,85.979,0.151,0.24,"0","4",0.596,"9",192560,-4.091,0.525,"1","Sep","Fall"
2015-09-12,2015,"Love Me Like You Do","ellie goulding","ellie goulding",3,46,34,48,"-2","[u'dance pop', u'metropopolis', u'pop', u'post-teen pop', u'tropical house']","pop",0.611,0.124,189.194,0.051,0.295,"0","4",0.245,"5",252539,-6.676,0.288,"0","Sep","Fall"
2015-09-12,2015,"B**** Better Have My Money","rihanna","rihanna",15,45,23,45,"0","[u'dance pop', u'pop', u'r&b', u'urban contemporary']","r&b",0.728,0.257,102.99,0.0621,0.0509,"1.94E-06","4",0.781,"1",219306,-4.981,0.395,"1","Sep","Fall"
2015-09-05,2015,"Talking Body","tove lo","tove lo",12,44,30,49,"-5","[u'dance pop', u'metropopolis', u'pop', u'post-teen pop', u'swedish pop', u'swedish synthpop', u'tropical house']","edm",0.772,0.0805,120.004,0.0332,0.0996,"0","4",0.736,"4",238427,-5.52,0.0828,"0","Sep","Fall"
2015-08-29,2015,"You Know You Like It","dj snake","dj snake",13,40,21,43,"-3","[u'dance pop', u'edm', u'electronic trap', u'pop', u'tropical house']","edm",0.722,0.262,196.133,0.196,0.0113,"1.27E-06","4",0.426,"5",247267,-5.369,0.25,"0","Aug","Summer"
2015-08-22,2015,"Take Your Time","sam hunt","sam hunt",20,37,32,45,"-8","[u'contemporary country']","country",0.723,0.212,157.998,0.0453,0.102,"0","4",0.553,"11",243707,-5.607,0.473,"1","Aug","Summer"
2015-08-22,2015,"Slow Motion","trey songz","trey songz",26,39,26,49,"-10","[u'dance pop', u'hip pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']","r&b",0.408,0.11,94.947,0.0388,0.679,"3.92E-05","4",0.733,"7",197854,-7.834,0.291,"0","Aug","Summer"
2015-08-15,2015,"Shake It Off","taylor swift","taylor swift",1,47,50,50,"-3","[u'dance pop', u'pop', u'post-teen pop']","pop",0.727,0.255,160.069,0.202,0.0554,"1.15E-06","4",0.631,"7",219209,-7.18,0.939,"1","Aug","Summer"
2015-08-15,2015,"Elastic Heart","sia","sia",17,41,30,44,"-3","[u'australian dance', u'dance pop', u'pop']","pop",0.791,0.146,130.075,0.0496,0.0117,"1.48E-05","4",0.421,"9",257200,-4.998,0.499,"1","Aug","Summer"
2015-08-15,2015,"Girl Crush","little big town","little big town",18,36,24,42,"-6","[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock']","country",0.219,0.112,173.799,0.0317,0.843,"0","3",0.506,"0",193320,-10.18,0.362,"1","Aug","Summer"
2015-08-01,2015,"Style","taylor swift","taylor swift",6,48,32,48,"0","[u'dance pop', u'pop', u'post-teen pop']","pop",0.727,0.205,94.988,0.0345,0.00192,"0.0341","4",0.588,"7",235500,-6.794,0.387,"1","Aug","Summer"
2015-08-01,2015,"Somebody","natalie la rose","natalie la rose",10,49,26,43,"6","[]","unknown",0.534,0.0689,104.972,0.0385,0.00108,"1.18E-05","4",0.845,"0",189907,-8.722,0.726,"1","Aug","Summer"
2015-07-25,2015,"G.D.F.R.","flo rida","flo rida",8,47,35,47,"0","[u'dance pop', u'edm', u'pop', u'pop rap', u'post-teen pop']","rap",0.827,0.065,145.889,0.0734,0.000704,"0.00534","4",0.657,"5",190186,-4.036,0.69,"1","Jul","Summer"
2015-07-18,2015,"Blank Space","taylor swift","taylor swift",1,45,36,50,"-5","[u'dance pop', u'pop', u'post-teen pop']","pop",0.446,0.072,100.031,0.211,0.0782,"0.00159","4",0.92,"5",222719,-6.639,0.402,"1","Jul","Summer"
2015-07-18,2015,"Budapest","george ezra","george ezra",32,36,23,49,"-13","[u'neo-singer-songwriter']","unknown",0.247,0.103,127.812,0.0311,0.261,"0","4",0.706,"5",202120,-17.961,0.424,"1","Jul","Summer"
2015-07-11,2015,"Dear Future Husband","meghan trainor","meghan trainor",14,35,24,46,"-11","[u'dance pop', u'hip pop', u'pop', u'post-teen pop', u'r&b']","r&b",0.782,0.317,79.427,0.185,0.375,"0","4",0.655,"1",184227,-4.789,0.832,"1","Jul","Summer"
2015-07-04,2015,"Blessings","big sean","big sean",28,46,20,48,"-2","[u'detroit hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.618,0.129,118.878,0.318,0.354,"0","4",0.764,"10",252467,-7.76,0.143,"0","Jul","Summer"
2015-06-27,2015,"Time Of Our Lives","pitbull","pitbull",9,48,27,50,"-2","[u'dance pop', u'latin', u'pop', u'pop rap']","rap",0.802,0.694,124.043,0.0582,0.0921,"0","4",0.72,"1",229360,-5.797,0.723,"1","Jun","Summer"
2015-06-27,2015,"Where Are U Now","skrillex","skrillex",16,19,15,16,"3","[u'brostep', u'complextro', u'edm', u'electro', u'electro house']","edm",0.781,0.0789,139.432,0.0567,0.041,"4.21E-06","4",0.432,"4",250286,-4.038,0.197,"0","Jun","Summer"
2015-06-13,2015,"All About That Bass","meghan trainor","meghan trainor",1,47,47,49,"-2","[u'dance pop', u'hip pop', u'pop', u'post-teen pop', u'r&b']","pop",0.887,0.124,134.052,0.0503,0.0573,"2.87E-06","4",0.807,"9",187920,-3.726,0.961,"1","Jun","Summer"
2015-06-06,2015,"Take Me To Church","hozier","hozier",2,39,41,48,"-9","[u'folk-pop', u'modern blues']","rock",0.664,0.116,128.945,0.0464,0.634,"0","4",0.566,"4",241688,-5.303,0.437,"0","Jun","Summer"
2015-06-06,2015,"Feeling Myself","nicki minaj","nicki minaj",39,0,20,39,"Re-Entry","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']","rap",0.699,0.399,139.83,0.184,0.425,"0.0109","4",0.69,"2",237840,-5.612,0.465,"1","Jun","Summer"
2015-05-30,2015,"I'm Not The Only One","sam smith","sam smith",5,42,37,50,"-8","[u'pop', u'post-teen pop']","pop",0.496,0.0772,80.994,0.0453,0.554,"2.65E-05","4",0.453,"5",239317,-5.785,0.501,"1","May","Spring"
2015-05-30,2015,"Throw Sum Mo","rae sremmurd","rae sremmurd",30,36,20,44,"-8","[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.645,0.103,142.053,0.141,0.0417,"0.000115","4",0.854,"6",260453,-8.021,0.569,"0","May","Spring"
2015-05-23,2015,"Lips Are Movin","meghan trainor","meghan trainor",4,42,29,48,"-6","[u'dance pop', u'hip pop', u'pop', u'post-teen pop', u'r&b']","pop",0.825,0.111,139.091,0.0464,0.0506,"1.03E-06","4",0.775,"7",182667,-5.402,0.95,"1","May","Spring"
2015-05-16,2015,"Centuries","fall out boy","fall out boy",10,47,34,49,"-2","[u'emo', u'modern rock', u'pop punk']","rock",0.861,0.111,176.047,0.0841,0.00439,"0","4",0.339,"4",231813,-3.141,0.416,"0","May","Spring"
2015-05-09,2015,"Riptide","vance joy","vance joy",30,42,44,50,"-8","[u'indie folk', u'pop']","rock",0.731,0.151,101.654,0.0379,0.431,"0","4",0.484,"1",204280,-6.694,0.51,"1","May","Spring"
2015-05-09,2015,"I Don't Mind","usher","usher",11,47,23,48,"-1","[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']","r&b",0.464,0.0902,112.974,0.178,0.205,"0","4",0.87,"4",251989,-8.337,0.457,"1","May","Spring"
2015-05-02,2015,"Stay With Me","sam smith","sam smith",2,49,54,50,"-1","[u'pop', u'post-teen pop']","pop",0.419,0.11,85.014,0.0389,0.568,"0.000217","4",0.479,"0",172724,-6.517,0.186,"1","May","Spring"
2015-05-02,2015,"Jealous","nick jonas","nick jonas",7,48,32,49,"-1","[u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.708,0.487,93.023,0.108,0.00906,"0","4",0.699,"11",222227,-3.835,0.366,"0","May","Spring"
2015-05-02,2015,"Only","nicki minaj","nicki minaj",12,41,25,48,"-7","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']","rap",0.524,0.094,119.894,0.472,0.4,"0","4",0.841,"8",312187,-7.029,0.321,"0","May","Spring"
2015-04-25,2015,"I Don't F**k With You","big sean","big sean",11,43,29,50,"-7","[u'detroit hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.721,0.345,97.966,0.0658,0.033,"0","4",0.818,"1",284560,-5.512,0.378,"1","Apr","Spring"
2015-04-18,2015,"Animals","maroon 5","maroon 5",3,42,33,47,"-5","[u'pop']","pop",0.751,0.785,189.906,0.0572,0.000217,"0","4",0.462,"4",229133,-6.409,0.364,"0","Apr","Spring"
2015-04-18,2015,"Night Changes","one direction","one direction",31,43,20,50,"-7","[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']","pop",0.52,0.115,120.001,0.0353,0.859,"0","4",0.672,"8",226600,-7.747,0.37,"1","Apr","Spring"
2015-04-04,2015,"Chandelier","sia","sia",8,47,46,46,"1","[u'australian dance', u'dance pop', u'pop']","pop",0.784,0.0713,173.793,0.0749,0.0163,"6.48E-05","4",0.286,"1",216120,-2.873,0.618,"1","Apr","Spring"
2015-04-04,2015,"No Type","rae sremmurd","rae sremmurd",16,50,26,49,"1","[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.488,0.0979,125.006,0.15,0.0107,"0","4",0.862,"6",199027,-8.386,0.214,"1","Apr","Spring"
2015-03-28,2015,"Ghost","ella henderson","ella henderson",21,34,20,44,"-10","[u'dance pop', u'neo mellow', u'neo soul', u'pop', u'post-teen pop', u'talent show', u'viral pop']","pop",0.836,0.0797,104.987,0.0425,0.0464,"3.13E-06","4",0.682,"9",216107,-3.777,0.485,"1","Mar","Spring"
2015-03-21,2015,"Love Me Harder","ariana grande","ariana grande",7,41,22,49,"-8","[u'dance pop', u'pop', u'post-teen pop']","pop",0.714,0.0764,98.992,0.0334,0.00937,"0","4",0.472,"1",236133,-4.389,0.24,"0","Mar","Spring"
2015-03-14,2015,"Bang Bang","jessie j, ariana grande","jessie j",3,40,31,50,"-10","[u'dance pop', u'pop', u'post-teen pop', u'r&b', u'viral pop']","r&b",0.784,0.373,150.153,0.0974,0.264,"0","4",0.706,"0",199387,-3.405,0.728,"0","Mar","Spring"
2015-03-07,2015,"Habits (Stay High)","tove lo","tove lo",3,47,39,50,"-3","[u'dance pop', u'metropopolis', u'pop', u'post-teen pop', u'swedish pop', u'swedish synthpop', u'tropical house']","edm",0.653,0.0821,110.019,0.0305,0.065,"5.84E-05","4",0.734,"5",209160,-3.465,0.386,"1","Mar","Spring"
2015-03-07,2015,"Tuesday","i love makonnen","i love makonnen",12,40,22,49,"-9","[u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']","rap",0.649,0.115,140.203,0.292,0.36,"0.000684","4",0.784,"0",212154,-6.905,0.499,"1","Mar","Spring"
2015-02-28,2015,"Don't","ed sheeran","ed sheeran",9,43,36,38,"5","[u'pop']","pop",0.608,0.635,95.049,0.0659,0.0113,"0","4",0.806,"1",219840,-7.008,0.849,"1","Feb","Winter"
2015-02-21,2015,"Work It","missy misdemeanor elliott","missy  elliott",2,0,26,35,"Re-Entry","[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']","rap",0.902,0.236,126.028,0.136,0.00534,"0.894","4",0.765,"7",218208,-7.08,0.366,"0","Feb","Winter"
2015-02-21,2015,"Get Ur Freak On","missy misdemeanor elliott","missy  elliott",7,0,25,40,"Re-Entry","[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']","r&b",0.75,0.095,177.87,0.247,0.533,"0.108","4",0.797,"0",211120,-9.369,0.74,"1","Feb","Winter"
2015-02-21,2015,"Waves","mr. probz","mr probz",14,39,25,46,"-7","[u'tropical house']","edm",0.278,0.38,173.652,0.0355,0.542,"2.79E-05","4",0.364,"5",174267,-12.262,0.2,"0","Feb","Winter"
2015-02-14,2015,"Rude","magic!","magic!",1,45,41,44,"1","[]","pop",0.756,0.305,144.032,0.0389,0.0423,"0","4",0.774,"1",224840,-4.995,0.931,"1","Feb","Winter"
2015-02-07,2015,"Don't Tell 'Em","jeremih","jeremih",6,39,31,47,"-8","[u'dance pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']","r&b",0.525,0.111,97.988,0.0874,0.421,"0","4",0.851,"2",266840,-5.221,0.405,"0","Feb","Winter"
2015-02-07,2015,"Black Widow","iggy azalea","iggy azalea",3,44,30,48,"-4","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop']","rap",0.726,0.111,163.991,0.143,0.181,"0.000189","4",0.741,"3",209423,-3.77,0.527,"0","Feb","Winter"
2015-02-07,2015,"Blame","calvin harris","calvin harris",19,40,20,50,"-10","[u'dance pop', u'edm', u'electro house', u'house', u'pop', u'progressive house']","edm",0.859,0.404,127.934,0.0852,0.0282,"0.00715","4",0.412,"0",214427,-4.095,0.369,"0","Feb","Winter"
2015-01-31,2015,"Hot Boy","bobby shmurda","bobby shmurda",6,29,25,34,"-5","[u'rap', u'trap music']","rap",0.5,0.0616,83.981,0.347,0.042,"1.60E-05","4",0.859,"9",194561,-7.628,0.186,"1","Jan","Winter"
2015-01-24,2015,"Rather Be","clean bandit","clean bandit",10,44,31,46,"-2","[u'dance pop', u'edm', u'pop', u'tropical house', u'uk funky']","edm",0.586,0.193,120.97,0.0377,0.162,"2.03E-06","4",0.799,"11",227833,-6.735,0.549,"1","Jan","Winter"
2015-01-24,2015,"Stolen Dance","milky chance","milky chance",39,45,25,43,"2","[u'german pop']","pop",0.566,0.0794,114.006,0.0364,0.411,"0.000128","4",0.879,"11",315693,-8.789,0.673,"1","Jan","Winter"
2015-01-17,2015,"Trumpets","jason derulo","jason derulo",14,30,32,40,"-10","[u'dance pop', u'pinoy hip hop', u'pop', u'pop rap', u'post-teen pop']","r&b",0.703,0.0962,81.897,0.236,0.563,"0","4",0.627,"0",217307,-4.884,0.64,"1","Jan","Winter"
2015-01-17,2015,"Lifestyle","rich gang","rich gang",16,42,25,50,"-8","[u'gangster rap', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.669,0.0853,87.268,0.277,0.0144,"0","4",0.564,"1",269693,-5.238,0.477,"1","Jan","Winter"
2015-01-17,2015,"Anaconda","nicki minaj","nicki minaj",2,48,22,48,"0","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']","rap",0.627,0.269,130.019,0.151,0.0547,"0.000114","4",0.949,"2",260827,-5.462,0.716,"1","Jan","Winter"
2014-12-27,2014,"Cool Kids","echosmith","echosmith",13,39,23,46,"-7","[]","unknown",0.793,0.133,130.001,0.032,0.0882,"1.05E-05","4",0.692,"8",215879,-3.896,0.763,"1","Dec","Winter"
2014-12-27,2014,"New Flame","chris brown","chris brown",27,47,22,49,"-2","[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']","r&b",0.637,0.0935,141.988,0.0397,0.0593,"0","4",0.706,"1",243625,-4.28,0.442,"1","Dec","Winter"
2014-12-13,2014,"Fancy","iggy azalea","iggy azalea",1,48,39,44,"4","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop']","rap",0.715,0.0489,94.983,0.0626,0.0842,"0","4",0.914,"10",199938,-4.138,0.375,"0","Dec","Winter"
2014-12-13,2014,"Break Free","ariana grande","ariana grande",4,42,22,42,"0","[u'dance pop', u'pop', u'post-teen pop']","pop",0.702,0.204,129.956,0.0455,0.0064,"4.35E-05","4",0.687,"7",214840,-5.324,0.284,"0","Dec","Winter"
2014-12-06,2014,"All Of Me","john legend","john legend",1,36,59,43,"-7","[u'neo mellow', u'neo soul', u'pop', u'r&b', u'urban contemporary']","r&b",0.264,0.132,119.93,0.0322,0.922,"0","4",0.422,"8",269560,-7.064,0.331,"1","Dec","Winter"
2014-12-06,2014,"Happy","pharrell williams","pharrell williams",1,37,47,50,"-13","[u'dance pop', u'hip hop', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']","pop",0.855,0.155,159.87,0.1,0.79,"0","4",0.584,"5",232578,-2.874,0.807,"0","Dec","Winter"
2014-12-06,2014,"Bailando","enrique iglesias","enrique iglesias",12,44,30,46,"-2","[u'dance pop', u'latin', u'latin pop', u'mexican pop', u'pop', u'pop quebecois', u'tropical']","pop",0.851,0.12,90.931,0.11,0.0776,"0","4",0.712,"7",243240,-3.493,0.952,"1","Dec","Winter"
2014-12-06,2014,"Boom Clap","charli xcx","charli",8,47,25,49,"-2","[u'candy pop', u'dance pop', u'indie r&b', u'metropopolis', u'pop', u'post-teen pop', u'synthpop']","r&b",0.911,0.191,91.999,0.0786,0.154,"0.000304","4",0.659,"4",169866,-2.28,0.576,"1","Dec","Winter"
2014-11-29,2014,"Am I Wrong","nico","nico",4,36,31,40,"-4","[u'art pop', u'art rock', u'experimental', u'experimental rock', u'freak folk', u'melancholia', u'post-punk', u'psychedelic rock', u'singer-songwriter']","r&b",0.68,0.158,119.939,0.0306,0.162,"2.13E-06","4",0.725,"8",247520,-5.465,0.76,"1","Nov","Fall"
2014-11-29,2014,"Maps","maroon 5","maroon 5",6,39,22,42,"-3","[u'pop']","pop",0.717,0.0678,120.025,0.0299,0.0223,"0","4",0.743,"1",189840,-5.521,0.88,"0","Nov","Fall"
2014-11-29,2014,"Leave The Night On","sam hunt","sam hunt",30,38,21,48,"-10","[u'contemporary country']","country",0.96,0.359,171.803,0.0533,0.108,"0","4",0.505,"9",194667,-3.767,0.844,"1","Nov","Fall"
2014-11-15,2014,"Latch","disclosure","disclosure",7,43,33,45,"-2","[u'house', u'pop', u'tropical house']","edm",0.732,0.0897,122.025,0.168,0.0151,"0.000119","4",0.502,"1",255632,-5.45,0.536,"1","Nov","Fall"
2014-11-08,2014,"A Sky Full Of Stars","coldplay","coldplay",10,37,26,44,"-7","[u'permanent wave', u'pop', u'rock']","rock",0.636,0.217,124.996,0.0281,0.00713,"0.00203","4",0.551,"6",268467,-7.125,0.153,"1","Nov","Fall"
2014-11-01,2014,"Dark Horse","katy perry","katy perry",1,43,57,49,"-6","[u'dance pop', u'pop', u'post-teen pop']","pop",0.587,0.145,131.932,0.0528,0.00403,"0","4",0.646,"6",215672,-6.139,0.341,"1","Nov","Fall"
2014-11-01,2014,"Problem","ariana grande","ariana grande",2,40,25,44,"-4","[u'dance pop', u'pop', u'post-teen pop']","pop",0.805,0.133,102.75,0.245,0.0176,"9.85E-06","4",0.604,"1",193893,-5.363,0.613,"0","Nov","Fall"
2014-11-01,2014,"2 On","tinashe","tinashe",24,36,24,43,"-7","[u'dance pop', u'hip pop', u'indie r&b', u'metropopolis', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']","r&b",0.595,0.111,101.013,0.107,0.15,"0","4",0.742,"9",227000,-7.51,0.431,"1","Nov","Fall"
2014-10-18,2014,"Counting Stars","onerepublic","onerepublic",2,47,68,50,"-3","[u'dance pop', u'neo mellow', u'piano rock', u'pop', u'pop quebecois', u'pop rap', u'pop rock']","rap",0.7,0.119,121.961,0.042,0.066,"0","4",0.665,"1",257267,-4.946,0.473,"0","Oct","Fall"
2014-10-04,2014,"Loyal","chris brown","chris brown",9,47,36,46,"1","[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']","r&b",0.514,0.0837,98.998,0.0418,0.0175,"3.02E-06","4",0.847,"1",264334,-5.989,0.587,"1","Oct","Fall"
2014-10-04,2014,"Wiggle","jason derulo","jason derulo",5,51,21,49,"2","[u'dance pop', u'pinoy hip hop', u'pop', u'pop rap', u'post-teen pop']","rap",0.621,0.162,81.946,0.25,0.0802,"0","4",0.697,"9",193296,-6.886,0.721,"0","Oct","Fall"
2014-10-04,2014,"Where It's At (Yep, Yep)","dustin lynch","dustin lynch",42,42,20,48,"-6","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.636,0.326,158.033,0.108,0.054,"0","4",0.552,"10",207173,-8.295,0.814,"1","Oct","Fall"
2014-09-27,2014,"Summer","calvin harris","calvin harris",7,43,26,50,"-7","[u'dance pop', u'edm', u'electro house', u'house', u'pop', u'progressive house']","edm",0.861,0.1,127.962,0.0325,0.0215,"0.043","4",0.603,"4",224507,-3.565,0.72,"0","Sep","Fall"
2014-09-20,2014,"Turn Down For What","dj snake","dj snake",4,47,37,46,"1","[u'dance pop', u'edm', u'electronic trap', u'pop', u'tropical house']","edm",0.799,0.057,100.014,0.156,0.00107,"0.128","4",0.818,"1",213733,-4.1,0.0815,"0","Sep","Fall"
2014-09-06,2014,"Come With Me Now","kongos","kongos",31,36,21,44,"-8","[u'modern rock']","rock",0.726,0.0618,103.987,0.0401,0.0311,"6.35E-05","4",0.654,"10",211960,-3.803,0.728,"0","Sep","Fall"
2014-08-30,2014,"Pompeii","bastille","bastille",5,44,53,46,"-2","[u'metropopolis', u'modern rock', u'pop']","rock",0.709,0.266,127.44,0.041,0.0749,"0","4",0.681,"9",214148,-6.488,0.591,"1","Aug","Summer"
2014-08-30,2014,"This Is How We Roll","florida georgia line ft. jason derulo","florida georgia line",15,45,28,50,"-5","[u'contemporary country', u'country road', u'modern country rock']","country",0.933,0.404,132.083,0.0384,0.0208,"0","4",0.56,"8",220907,-2.969,0.72,"1","Aug","Summer"
2014-08-30,2014,"Classic","mkto","mkto",14,34,27,43,"-9","[u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.781,0.155,102.078,0.121,0.0353,"0","4",0.713,"1",175333,-4.859,0.8,"1","Aug","Summer"
2014-08-23,2014,"Ain't It Fun","paramore","paramore",10,41,24,49,"-8","[u'candy pop', u'emo', u'modern rock', u'pixie', u'pop emo', u'pop punk']","rock",0.893,0.021,104.031,0.0921,0.154,"4.41E-05","4",0.61,"9",296520,-3.681,0.673,"1","Aug","Summer"
